region,region_orig,date,confirmed,deaths
25,25,11/22/2020,19240,365
1,1,11/23/2020,17689,240
2,2,11/23/2020,28266,1415
3,3,11/23/2020,6334,131
4,4,11/23/2020,45882,1521
5,5,11/23/2020,14303,349
6,6,11/23/2020,23540,554
7,7,11/23/2020,40022,1890
8,8,11/23/2020,23591,484
9,9,11/23/2020,7584,133
10,10,11/23/2020,18793,445
11,11,11/23/2020,30771,1710
12,12,11/23/2020,25100,885
13,13,11/23/2020,34845,2361
14,14,11/23/2020,30337,1833
15,26,11/23/2020,393919,14517
15,27,11/23/2020,31403,1480
16,16,11/23/2020,24025,986
17,17,11/23/2020,9144,151
18,18,11/23/2020,15076,286
19,19,11/23/2020,6174,122
20,20,11/23/2020,40170,2082
21,21,11/23/2020,18177,365
22,22,11/23/2020,23431,757
23,23,11/23/2020,13797,251
24,24,11/23/2020,8926,327
25,25,11/23/2020,19258,366
1,1,11/24/2020,17727,241
2,2,11/24/2020,28307,1416
3,3,11/24/2020,6366,133
4,4,11/24/2020,45909,1525
5,5,11/24/2020,14345,350
6,6,11/24/2020,23611,556
7,7,11/24/2020,40180,1890
8,8,11/24/2020,23642,486
9,9,11/24/2020,7590,133
10,10,11/24/2020,18806,445
11,11,11/24/2020,30811,1714
12,12,11/24/2020,25155,886
13,13,11/24/2020,34914,2363
14,14,11/24/2020,30381,1834
15,26,11/24/2020,394520,14532
15,27,11/24/2020,31428,1481
16,16,11/24/2020,24104,986
17,17,11/24/2020,9149,151
18,18,11/24/2020,15103,286
19,19,11/24/2020,6183,122
20,20,11/24/2020,40318,2084
21,21,11/24/2020,18195,368
22,22,11/24/2020,23534,758
23,23,11/24/2020,13838,251
24,24,11/24/2020,9011,327
25,25,11/24/2020,19312,367
1,1,11/25/2020,17784,242
2,2,11/25/2020,28387,1417
3,3,11/25/2020,6397,135
4,4,11/25/2020,45964,1528
5,5,11/25/2020,14381,350
6,6,11/25/2020,23657,557
7,7,11/25/2020,40304,1891
8,8,11/25/2020,23690,488
9,9,11/25/2020,7607,133
10,10,11/25/2020,18840,445
11,11,11/25/2020,30837,1716
12,12,11/25/2020,25258,891
13,13,11/25/2020,34992,2364
14,14,11/25/2020,30478,1837
15,26,11/25/2020,395108,14546
15,27,11/25/2020,31494,1482
16,16,11/25/2020,24169,987
17,17,11/25/2020,9158,151
18,18,11/25/2020,15148,286
19,19,11/25/2020,6210,122
20,20,11/25/2020,40413,2085
21,21,11/25/2020,18245,369
22,22,11/25/2020,23675,758
23,23,11/25/2020,13864,251
24,24,11/25/2020,9026,329
25,25,11/25/2020,19373,367
1,1,11/26/2020,17798,242
2,2,11/26/2020,28426,1420
3,3,11/26/2020,6417,136
4,4,11/26/2020,46013,1528
5,5,11/26/2020,14422,351
6,6,11/26/2020,23712,559
7,7,11/26/2020,40416,1893
8,8,11/26/2020,23777,489
9,9,11/26/2020,7618,133
10,10,11/26/2020,18900,445
11,11,11/26/2020,30858,1721
12,12,11/26/2020,25329,892
13,13,11/26/2020,35105,2367
14,14,11/26/2020,30505,1839
15,26,11/26/2020,395701,14570
15,27,11/26/2020,31536,1482
16,16,11/26/2020,24268,988
17,17,11/26/2020,9181,151
18,18,11/26/2020,15196,287
19,19,11/26/2020,6217,122
20,20,11/26/2020,40495,2090
21,21,11/26/2020,18304,369
22,22,11/26/2020,23814,760
23,23,11/26/2020,13897,252
24,24,11/26/2020,9034,331
25,25,11/26/2020,19408,368
1,1,11/27/2020,17820,243
2,2,11/27/2020,28542,1423
3,3,11/27/2020,6439,136
4,4,11/27/2020,46115,1532
5,5,11/27/2020,14442,351
6,6,11/27/2020,23746,560
7,7,11/27/2020,40523,1897
8,8,11/27/2020,23843,490
9,9,11/27/2020,7630,133
10,10,11/27/2020,18978,446
11,11,11/27/2020,30888,1723
12,12,11/27/2020,25435,894
13,13,11/27/2020,35193,2369
14,14,11/27/2020,30568,1842
15,26,11/27/2020,396232,14586
15,27,11/27/2020,31589,1484
16,16,11/27/2020,24378,988
17,17,11/27/2020,9195,151
18,18,11/27/2020,15223,288
19,19,11/27/2020,6227,122
20,20,11/27/2020,40602,2095
21,21,11/27/2020,18347,370
22,22,11/27/2020,23926,764
23,23,11/27/2020,13926,252
24,24,11/27/2020,9070,331
25,25,11/27/2020,19447,369
1,1,11/28/2020,17868,243
2,2,11/28/2020,28622,1425
3,3,11/28/2020,6482,136
4,4,11/28/2020,46230,1532
5,5,11/28/2020,14481,352
6,6,11/28/2020,23795,560
7,7,11/28/2020,40661,1901
8,8,11/28/2020,23902,491
9,9,11/28/2020,7655,133
10,10,11/28/2020,19038,449
11,11,11/28/2020,30928,1723
12,12,11/28/2020,25500,897
13,13,11/28/2020,35296,2374
14,14,11/28/2020,30685,1846
15,26,11/28/2020,396853,14596
15,27,11/28/2020,31629,1486
16,16,11/28/2020,24414,988
17,17,11/28/2020,9201,151
18,18,11/28/2020,15246,288
19,19,11/28/2020,6234,122
20,20,11/28/2020,40747,2096
21,21,11/28/2020,18407,370
22,22,11/28/2020,23973,767
23,23,11/28/2020,13971,253
24,24,11/28/2020,9079,331
25,25,11/28/2020,19471,369
1,1,11/29/2020,17952,243
2,2,11/29/2020,28666,1427
3,3,11/29/2020,6496,136
4,4,11/29/2020,46317,1533
5,5,11/29/2020,14516,352
6,6,11/29/2020,23834,560
7,7,11/29/2020,40792,1902
8,8,11/29/2020,23987,491
9,9,11/29/2020,7659,133
10,10,11/29/2020,19081,450
11,11,11/29/2020,30947,1725
12,12,11/29/2020,25554,899
13,13,11/29/2020,35386,2374
14,14,11/29/2020,30904,1852
15,26,11/29/2020,397556,14616
15,27,11/29/2020,31649,1488
16,16,11/29/2020,24537,988
17,17,11/29/2020,9218,151
18,18,11/29/2020,15275,288
19,19,11/29/2020,6248,124
20,20,11/29/2020,40819,2099
21,21,11/29/2020,18460,370
22,22,11/29/2020,24050,767
23,23,11/29/2020,14030,254
24,24,11/29/2020,9120,332
25,25,11/29/2020,19477,369
1,1,11/30/2020,17970,243
2,2,11/30/2020,28748,1428
3,3,11/30/2020,6508,137
4,4,11/30/2020,46346,1534
5,5,11/30/2020,14528,352
6,6,11/30/2020,23862,560
7,7,11/30/2020,40826,1906
8,8,11/30/2020,24003,493
9,9,11/30/2020,7665,133
10,10,11/30/2020,19123,451
11,11,11/30/2020,30961,1725
12,12,11/30/2020,25592,901
13,13,11/30/2020,35438,2374
14,14,11/30/2020,30924,1853
15,26,11/30/2020,397995,14637
15,27,11/30/2020,31685,1489
16,16,11/30/2020,24584,988
17,17,11/30/2020,9221,151
18,18,11/30/2020,15289,288
19,19,11/30/2020,6251,124
20,20,11/30/2020,40857,2104
21,21,11/30/2020,18484,371
22,22,11/30/2020,24078,767
23,23,11/30/2020,14066,255
24,24,11/30/2020,9123,332
25,25,11/30/2020,19478,370
1,1,12/1/2020,17996,243
2,2,12/1/2020,28800,1429
3,3,12/1/2020,6541,138
4,4,12/1/2020,46395,1538
5,5,12/1/2020,14554,354
6,6,12/1/2020,23891,562
7,7,12/1/2020,40956,1908
8,8,12/1/2020,24041,493
9,9,12/1/2020,7679,133
10,10,12/1/2020,19154,453
11,11,12/1/2020,30974,1728
12,12,12/1/2020,25654,903
13,13,12/1/2020,35520,2376
14,14,12/1/2020,30966,1855
15,26,12/1/2020,398637,14662
15,27,12/1/2020,31690,1490
16,16,12/1/2020,24661,989
17,17,12/1/2020,9233,151
18,18,12/1/2020,15303,288
19,19,12/1/2020,6262,125
20,20,12/1/2020,40944,2113
21,21,12/1/2020,18507,371
22,22,12/1/2020,24159,770
23,23,12/1/2020,14095,255
24,24,12/1/2020,9133,333
25,25,12/1/2020,19483,371
1,1,12/2/2020,18053,243
2,2,12/2/2020,28848,1429
3,3,12/2/2020,6615,138
4,4,12/2/2020,46477,1539
5,5,12/2/2020,14592,356
6,6,12/2/2020,23969,564
7,7,12/2/2020,41027,1909
8,8,12/2/2020,24097,494
9,9,12/2/2020,7685,133
10,10,12/2/2020,19188,453
11,11,12/2/2020,31010,1729
12,12,12/2/2020,25733,907
13,13,12/2/2020,35587,2378
14,14,12/2/2020,31027,1857
15,26,12/2/2020,399218,14685
15,27,12/2/2020,31730,1491
16,16,12/2/2020,24744,989
17,17,12/2/2020,9249,151
18,18,12/2/2020,15360,288
19,19,12/2/2020,6272,126
20,20,12/2/2020,41047,2114
21,21,12/2/2020,18550,373
22,22,12/2/2020,24229,771
23,23,12/2/2020,14125,255
24,24,12/2/2020,9148,333
25,25,12/2/2020,19495,371
1,1,12/3/2020,18090,243
2,2,12/3/2020,28906,1430
3,3,12/3/2020,6636,138
4,4,12/3/2020,46558,1539
5,5,12/3/2020,14637,356
6,6,12/3/2020,24021,564
7,7,12/3/2020,41132,1912
8,8,12/3/2020,24150,495
9,9,12/3/2020,7691,133
10,10,12/3/2020,19213,453
11,11,12/3/2020,31048,1731
12,12,12/3/2020,25795,908
13,13,12/3/2020,35652,2379
14,14,12/3/2020,31152,1860
15,26,12/3/2020,399743,14693
15,27,12/3/2020,31780,1492
16,16,12/3/2020,24810,989
17,17,12/3/2020,9255,151
18,18,12/3/2020,15377,288
19,19,12/3/2020,6279,127
20,20,12/3/2020,41140,2119
21,21,12/3/2020,18588,373
22,22,12/3/2020,24320,772
23,23,12/3/2020,14157,255
24,24,12/3/2020,9164,333
25,25,12/3/2020,19552,371
1,1,12/4/2020,18111,243
2,2,12/4/2020,28992,1437
3,3,12/4/2020,6669,139
4,4,12/4/2020,46645,1545
5,5,12/4/2020,14671,357
6,6,12/4/2020,24079,567
7,7,12/4/2020,41221,1915
8,8,12/4/2020,24200,502
9,9,12/4/2020,7699,134
10,10,12/4/2020,19281,456
11,11,12/4/2020,31091,1734
12,12,12/4/2020,25859,911
13,13,12/4/2020,35805,2385
14,14,12/4/2020,31245,1863
15,26,12/4/2020,400401,14721
15,27,12/4/2020,31824,1496
16,16,12/4/2020,24959,989
17,17,12/4/2020,9271,151
18,18,12/4/2020,15408,289
19,19,12/4/2020,6284,127
20,20,12/4/2020,41224,2127
21,21,12/4/2020,18613,374
22,22,12/4/2020,24389,773
23,23,12/4/2020,14175,255
24,24,12/4/2020,9168,333
25,25,12/4/2020,19576,372
1,1,12/5/2020,18131,243
2,2,12/5/2020,29063,1438
3,3,12/5/2020,6714,139
4,4,12/5/2020,46703,1546
5,5,12/5/2020,14691,357
6,6,12/5/2020,24113,570
7,7,12/5/2020,41337,1917
8,8,12/5/2020,24264,504
9,9,12/5/2020,7706,134
10,10,12/5/2020,19337,458
11,11,12/5/2020,31118,1734
12,12,12/5/2020,25918,913
13,13,12/5/2020,35861,2388
14,14,12/5/2020,31348,1865
15,26,12/5/2020,401101,14732
15,27,12/5/2020,31859,1496
16,16,12/5/2020,25034,989
17,17,12/5/2020,9289,151
18,18,12/5/2020,15438,289
19,19,12/5/2020,6304,127
20,20,12/5/2020,41271,2128
21,21,12/5/2020,18650,375
22,22,12/5/2020,24456,778
23,23,12/5/2020,14200,255
24,24,12/5/2020,9187,333
25,25,12/5/2020,19595,372
1,1,12/6/2020,18139,243
2,2,12/6/2020,29100,1441
3,3,12/6/2020,6731,139
4,4,12/6/2020,46748,1548
5,5,12/6/2020,14727,358
6,6,12/6/2020,24159,571
7,7,12/6/2020,41385,1921
8,8,12/6/2020,24293,507
9,9,12/6/2020,7712,135
10,10,12/6/2020,19378,458
11,11,12/6/2020,31149,1734
12,12,12/6/2020,25975,916
13,13,12/6/2020,35940,2391
14,14,12/6/2020,31456,1868
15,26,12/6/2020,401433,14745
15,27,12/6/2020,31873,1497
16,16,12/6/2020,25098,989
17,17,12/6/2020,9299,151
18,18,12/6/2020,15461,289
19,19,12/6/2020,6316,127
20,20,12/6/2020,41321,2131
21,21,12/6/2020,18683,375
22,22,12/6/2020,24500,780
23,23,12/6/2020,14217,255
24,24,12/6/2020,9211,333
25,25,12/6/2020,19608,372
1,1,12/7/2020,18146,243
2,2,12/7/2020,29146,1446
3,3,12/7/2020,6743,143
4,4,12/7/2020,46761,1549
5,5,12/7/2020,14740,359
6,6,12/7/2020,24176,573
7,7,12/7/2020,41463,1921
8,8,12/7/2020,24299,507
9,9,12/7/2020,7720,136
10,10,12/7/2020,19392,459
11,11,12/7/2020,31228,1735
12,12,12/7/2020,25997,918
13,13,12/7/2020,35976,2392
14,14,12/7/2020,31520,1869
15,26,12/7/2020,402057,14762
15,27,12/7/2020,31891,1498
16,16,12/7/2020,25103,990
17,17,12/7/2020,9313,151
18,18,12/7/2020,15476,291
19,19,12/7/2020,6328,127
20,20,12/7/2020,41342,2136
21,21,12/7/2020,18702,375
22,22,12/7/2020,24541,782
23,23,12/7/2020,14221,255
24,24,12/7/2020,9224,333
25,25,12/7/2020,19611,374
1,1,12/8/2020,18161,243
2,2,12/8/2020,29218,1449
3,3,12/8/2020,6781,143
4,4,12/8/2020,46799,1549
5,5,12/8/2020,14751,360
6,6,12/8/2020,24260,575
7,7,12/8/2020,41530,1923
8,8,12/8/2020,24332,508
9,9,12/8/2020,7742,137
10,10,12/8/2020,19429,461
11,11,12/8/2020,31264,1736
12,12,12/8/2020,26046,919
13,13,12/8/2020,36033,2400
14,14,12/8/2020,31562,1876
15,26,12/8/2020,402669,14791
15,27,12/8/2020,31920,1500
16,16,12/8/2020,25131,992
17,17,12/8/2020,9326,151
18,18,12/8/2020,15507,292
19,19,12/8/2020,6331,127
20,20,12/8/2020,41410,2145
21,21,12/8/2020,18721,377
22,22,12/8/2020,24595,783
23,23,12/8/2020,14242,255
24,24,12/8/2020,9235,333
25,25,12/8/2020,19626,376
1,1,12/9/2020,18161,244
2,2,12/9/2020,29271,1450
3,3,12/9/2020,6792,144
4,4,12/9/2020,46822,1550
5,5,12/9/2020,14772,362
6,6,12/9/2020,24286,579
7,7,12/9/2020,41543,1926
8,8,12/9/2020,24356,509
9,9,12/9/2020,7746,137
10,10,12/9/2020,19446,461
11,11,12/9/2020,31268,1737
12,12,12/9/2020,26085,921
13,13,12/9/2020,36053,2402
14,14,12/9/2020,31592,1876
15,26,12/9/2020,402930,14819
15,27,12/9/2020,31967,1500
16,16,12/9/2020,25146,992
17,17,12/9/2020,9331,151
18,18,12/9/2020,15512,292
19,19,12/9/2020,6336,127
20,20,12/9/2020,41432,2151
21,21,12/9/2020,18745,377
22,22,12/9/2020,24603,783
23,23,12/9/2020,14253,255
24,24,12/9/2020,9237,333
25,25,12/9/2020,19627,377
1,1,12/10/2020,18173,244
2,2,12/10/2020,29336,1453
3,3,12/10/2020,6834,145
4,4,12/10/2020,46910,1552
5,5,12/10/2020,14803,362
6,6,12/10/2020,24311,580
7,7,12/10/2020,41653,1928
8,8,12/10/2020,24416,512
9,9,12/10/2020,7752,137
10,10,12/10/2020,19539,461
11,11,12/10/2020,31311,1740
12,12,12/10/2020,26184,922
13,13,12/10/2020,36096,2405
14,14,12/10/2020,31712,1878
15,26,12/10/2020,403509,14834
15,27,12/10/2020,31970,1501
16,16,12/10/2020,25231,995
17,17,12/10/2020,9345,151
18,18,12/10/2020,15563,292
19,19,12/10/2020,6343,127
20,20,12/10/2020,41522,2154
21,21,12/10/2020,18769,377
22,22,12/10/2020,24643,783
23,23,12/10/2020,14277,255
24,24,12/10/2020,9248,333
25,25,12/10/2020,19661,378
1,1,12/11/2020,18180,245
2,2,12/11/2020,29356,1454
3,3,12/11/2020,6866,145
4,4,12/11/2020,46982,1554
5,5,12/11/2020,14825,362
6,6,12/11/2020,24395,582
7,7,12/11/2020,41760,1932
8,8,12/11/2020,24462,513
9,9,12/11/2020,7756,137
10,10,12/11/2020,19596,462
11,11,12/11/2020,31353,1740
12,12,12/11/2020,26309,924
13,13,12/11/2020,36165,2409
14,14,12/11/2020,31816,1880
15,26,12/11/2020,404100,14850
15,27,12/11/2020,32001,1503
16,16,12/11/2020,25328,995
17,17,12/11/2020,9353,151
18,18,12/11/2020,15590,292
19,19,12/11/2020,6354,127
20,20,12/11/2020,41598,2157
21,21,12/11/2020,18819,377
22,22,12/11/2020,24713,783
23,23,12/11/2020,14305,256
24,24,12/11/2020,9272,336
25,25,12/11/2020,19689,378
1,1,12/12/2020,18202,246
2,2,12/12/2020,29451,1456
3,3,12/12/2020,6902,145
4,4,12/12/2020,47084,1558
5,5,12/12/2020,14854,363
6,6,12/12/2020,24436,584
7,7,12/12/2020,41822,1933
8,8,12/12/2020,24501,515
9,9,12/12/2020,7770,138
10,10,12/12/2020,19630,464
11,11,12/12/2020,31380,1742
12,12,12/12/2020,26420,929
13,13,12/12/2020,36253,2412
14,14,12/12/2020,32185,1880
15,26,12/12/2020,404741,14872
15,27,12/12/2020,32039,1505
16,16,12/12/2020,25401,995
17,17,12/12/2020,9363,151
18,18,12/12/2020,15618,293
19,19,12/12/2020,6360,129
20,20,12/12/2020,41659,2163
21,21,12/12/2020,18872,379
22,22,12/12/2020,24763,785
23,23,12/12/2020,14330,258
24,24,12/12/2020,9290,336
25,25,12/12/2020,19719,378
1,1,12/13/2020,18208,246
2,2,12/13/2020,29518,1460
3,3,12/13/2020,6913,149
4,4,12/13/2020,47154,1562
5,5,12/13/2020,14873,364
6,6,12/13/2020,24480,586
7,7,12/13/2020,41932,1935
8,8,12/13/2020,24571,516
9,9,12/13/2020,7770,140
10,10,12/13/2020,19700,468
11,11,12/13/2020,31398,1744
12,12,12/13/2020,26533,931
13,13,12/13/2020,36295,2414
14,14,12/13/2020,32299,1881
15,26,12/13/2020,405529,14899
15,27,12/13/2020,32088,1506
16,16,12/13/2020,25431,996
17,17,12/13/2020,9368,151
18,18,12/13/2020,15633,293
19,19,12/13/2020,6375,129
20,20,12/13/2020,41704,2168
21,21,12/13/2020,18905,382
22,22,12/13/2020,24870,785
23,23,12/13/2020,14354,258
24,24,12/13/2020,9300,336
25,25,12/13/2020,19772,378
1,1,12/14/2020,18219,247
2,2,12/14/2020,29666,1463
3,3,12/14/2020,6915,149
4,4,12/14/2020,47179,1570
5,5,12/14/2020,14890,367
6,6,12/14/2020,24499,588
7,7,12/14/2020,42000,1936
8,8,12/14/2020,24582,517
9,9,12/14/2020,7784,140
10,10,12/14/2020,19754,468
11,11,12/14/2020,31409,1750
12,12,12/14/2020,26581,933
13,13,12/14/2020,36361,2418
14,14,12/14/2020,32318,1885
15,26,12/14/2020,406021,14926
15,27,12/14/2020,32122,1509
16,16,12/14/2020,25431,997
17,17,12/14/2020,9369,151
18,18,12/14/2020,15662,296
19,19,12/14/2020,6380,130
20,20,12/14/2020,41727,2169
21,21,12/14/2020,18927,383
22,22,12/14/2020,24886,786
23,23,12/14/2020,14357,258
24,24,12/14/2020,9302,337
25,25,12/14/2020,19789,381
1,1,12/15/2020,18232,247
2,2,12/15/2020,29687,1465
3,3,12/15/2020,6981,150
4,4,12/15/2020,47245,1575
5,5,12/15/2020,14908,368
6,6,12/15/2020,24534,590
7,7,12/15/2020,42120,1940
8,8,12/15/2020,24611,519
9,9,12/15/2020,7788,141
10,10,12/15/2020,19777,470
11,11,12/15/2020,31456,1750
12,12,12/15/2020,26659,933
13,13,12/15/2020,36436,2420
14,14,12/15/2020,32381,1886
15,26,12/15/2020,406514,14953
15,27,12/15/2020,32136,1515
16,16,12/15/2020,25505,997
17,17,12/15/2020,9376,151
18,18,12/15/2020,15692,296
19,19,12/15/2020,6391,130
20,20,12/15/2020,41787,2173
21,21,12/15/2020,18962,385
22,22,12/15/2020,24976,786
23,23,12/15/2020,14392,258
24,24,12/15/2020,9314,337
25,25,12/15/2020,19815,382
1,1,12/16/2020,18253,247
2,2,12/16/2020,29715,1466
3,3,12/16/2020,6996,152
4,4,12/16/2020,47332,1578
5,5,12/16/2020,14943,368
6,6,12/16/2020,24567,590
7,7,12/16/2020,42212,1941
8,8,12/16/2020,24676,519
9,9,12/16/2020,7797,143
10,10,12/16/2020,19803,472
11,11,12/16/2020,31518,1752
12,12,12/16/2020,26764,935
13,13,12/16/2020,36492,2422
14,14,12/16/2020,32409,1888
15,26,12/16/2020,407078,14969
15,27,12/16/2020,32176,1515
16,16,12/16/2020,25616,997
17,17,12/16/2020,9393,151
18,18,12/16/2020,15722,296
19,19,12/16/2020,6411,130
20,20,12/16/2020,41893,2176
21,21,12/16/2020,18989,386
22,22,12/16/2020,25028,786
23,23,12/16/2020,14422,258
24,24,12/16/2020,9332,338
25,25,12/16/2020,19920,383
1,1,12/17/2020,18277,247
2,2,12/17/2020,29823,1470
3,3,12/17/2020,7043,153
4,4,12/17/2020,47407,1580
5,5,12/17/2020,14970,368
6,6,12/17/2020,24603,591
7,7,12/17/2020,42334,1943
8,8,12/17/2020,24767,519
9,9,12/17/2020,7806,144
10,10,12/17/2020,19841,475
11,11,12/17/2020,31546,1759
12,12,12/17/2020,26856,936
13,13,12/17/2020,36559,2423
14,14,12/17/2020,32567,1889
15,26,12/17/2020,407728,14985
15,27,12/17/2020,32212,1516
16,16,12/17/2020,25659,997
17,17,12/17/2020,9410,151
18,18,12/17/2020,15755,296
19,19,12/17/2020,6427,130
20,20,12/17/2020,42001,2177
21,21,12/17/2020,19029,386
22,22,12/17/2020,25128,787
23,23,12/17/2020,14443,258
24,24,12/17/2020,9349,338
25,25,12/17/2020,19978,383
1,1,12/18/2020,18292,247
2,2,12/18/2020,29850,1475
3,3,12/18/2020,7108,153
4,4,12/18/2020,47470,1581
5,5,12/18/2020,14983,368
6,6,12/18/2020,24640,591
7,7,12/18/2020,42456,1946
8,8,12/18/2020,24849,520
9,9,12/18/2020,7812,145
10,10,12/18/2020,19915,476
11,11,12/18/2020,31609,1767
12,12,12/18/2020,26996,938
13,13,12/18/2020,36649,2429
14,14,12/18/2020,32723,1895
15,26,12/18/2020,408545,15005
15,27,12/18/2020,32261,1519
16,16,12/18/2020,25752,998
17,17,12/18/2020,9467,153
18,18,12/18/2020,15767,297
19,19,12/18/2020,6435,130
20,20,12/18/2020,42102,2182
21,21,12/18/2020,19048,386
22,22,12/18/2020,25187,787
23,23,12/18/2020,14461,259
24,24,12/18/2020,9357,338
25,25,12/18/2020,20026,384
1,1,12/19/2020,18310,247
2,2,12/19/2020,29888,1476
3,3,12/19/2020,7141,154
4,4,12/19/2020,47516,1587
5,5,12/19/2020,15011,369
6,6,12/19/2020,24686,593
7,7,12/19/2020,42537,1947
8,8,12/19/2020,24987,521
9,9,12/19/2020,7820,145
10,10,12/19/2020,19940,477
11,11,12/19/2020,31668,1769
12,12,12/19/2020,27096,941
13,13,12/19/2020,36734,2433
14,14,12/19/2020,32883,1898
15,26,12/19/2020,409316,15032
15,27,12/19/2020,32319,1521
16,16,12/19/2020,25852,1000
17,17,12/19/2020,9477,153
18,18,12/19/2020,15800,298
19,19,12/19/2020,6447,132
20,20,12/19/2020,42222,2184
21,21,12/19/2020,19082,388
22,22,12/19/2020,25259,787
23,23,12/19/2020,14477,259
24,24,12/19/2020,9371,338
25,25,12/19/2020,20060,385
1,1,12/20/2020,18322,249
2,2,12/20/2020,30039,1480
3,3,12/20/2020,7184,154
4,4,12/20/2020,47646,1591
5,5,12/20/2020,15034,370
6,6,12/20/2020,24734,595
7,7,12/20/2020,42599,1949
8,8,12/20/2020,25032,521
9,9,12/20/2020,7824,145
10,10,12/20/2020,19958,480
11,11,12/20/2020,31696,1770
12,12,12/20/2020,27193,942
13,13,12/20/2020,36773,2443
14,14,12/20/2020,32946,1901
15,26,12/20/2020,409862,15055
15,27,12/20/2020,32357,1522
16,16,12/20/2020,25918,1000
17,17,12/20/2020,9496,153
18,18,12/20/2020,15821,298
19,19,12/20/2020,6469,132
20,20,12/20/2020,42257,2189
21,21,12/20/2020,19105,390
22,22,12/20/2020,25285,788
23,23,12/20/2020,14501,262
24,24,12/20/2020,9373,339
25,25,12/20/2020,20093,385
1,1,12/21/2020,18324,249
2,2,12/21/2020,30051,1484
3,3,12/21/2020,7202,154
4,4,12/21/2020,47667,1595
5,5,12/21/2020,15043,370
6,6,12/21/2020,24771,598
7,7,12/21/2020,42656,1953
8,8,12/21/2020,25066,522
9,9,12/21/2020,7827,146
10,10,12/21/2020,20061,481
11,11,12/21/2020,31696,1774
12,12,12/21/2020,27237,943
13,13,12/21/2020,36793,2446
14,14,12/21/2020,32997,1903
15,26,12/21/2020,410262,15084
15,27,12/21/2020,32369,1524
16,16,12/21/2020,25953,1001
17,17,12/21/2020,9504,154
18,18,12/21/2020,15837,300
19,19,12/21/2020,6475,133
20,20,12/21/2020,42274,2193
21,21,12/21/2020,19119,391
22,22,12/21/2020,25307,789
23,23,12/21/2020,14502,262
24,24,12/21/2020,9375,339
25,25,12/21/2020,20107,385
1,1,12/22/2020,18339,251
2,2,12/22/2020,30183,1487
3,3,12/22/2020,7212,155
4,4,12/22/2020,47727,1600
5,5,12/22/2020,15067,371
6,6,12/22/2020,24809,599
7,7,12/22/2020,42737,1954
8,8,12/22/2020,25120,522
9,9,12/22/2020,7832,146
10,10,12/22/2020,20089,482
11,11,12/22/2020,31779,1774
12,12,12/22/2020,27338,943
13,13,12/22/2020,36837,2447
14,14,12/22/2020,33017,1909
15,26,12/22/2020,410902,15099
15,27,12/22/2020,32417,1525
16,16,12/22/2020,26005,1001
17,17,12/22/2020,9515,154
18,18,12/22/2020,15852,301
19,19,12/22/2020,6485,135
20,20,12/22/2020,42357,2195
21,21,12/22/2020,19148,391
22,22,12/22/2020,25341,790
23,23,12/22/2020,14531,262
24,24,12/22/2020,9386,340
25,25,12/22/2020,20128,385
1,1,12/23/2020,18347,251
2,2,12/23/2020,30272,1489
3,3,12/23/2020,7250,155
4,4,12/23/2020,47813,1605
5,5,12/23/2020,15085,371
6,6,12/23/2020,24862,601
7,7,12/23/2020,42839,1957
8,8,12/23/2020,25164,523
9,9,12/23/2020,7837,146
10,10,12/23/2020,20193,482
11,11,12/23/2020,31822,1776
12,12,12/23/2020,27463,945
13,13,12/23/2020,36874,2454
14,14,12/23/2020,33067,1915
15,26,12/23/2020,411729,15112
15,27,12/23/2020,32446,1527
16,16,12/23/2020,26125,1001
17,17,12/23/2020,9530,154
18,18,12/23/2020,15877,303
19,19,12/23/2020,6496,135
20,20,12/23/2020,42405,2200
21,21,12/23/2020,19164,392
22,22,12/23/2020,25436,791
23,23,12/23/2020,14566,262
24,24,12/23/2020,9400,340
25,25,12/23/2020,20201,386
1,1,12/24/2020,18356,251
2,2,12/24/2020,30346,1492
3,3,12/24/2020,7291,156
4,4,12/24/2020,47885,1608
5,5,12/24/2020,15115,371
6,6,12/24/2020,24912,603
7,7,12/24/2020,42932,1958
8,8,12/24/2020,25216,525
9,9,12/24/2020,7848,146
10,10,12/24/2020,20241,482
11,11,12/24/2020,31863,1781
12,12,12/24/2020,27550,948
13,13,12/24/2020,36932,2459
14,14,12/24/2020,33086,1916
15,26,12/24/2020,412315,15123
15,27,12/24/2020,32533,1527
16,16,12/24/2020,26194,1002
17,17,12/24/2020,9542,154
18,18,12/24/2020,15906,303
19,19,12/24/2020,6508,135
20,20,12/24/2020,42468,2201
21,21,12/24/2020,19189,393
22,22,12/24/2020,25513,793
23,23,12/24/2020,14607,263
24,24,12/24/2020,9413,341
25,25,12/24/2020,20221,386
1,1,12/25/2020,18364,251
2,2,12/25/2020,30432,1494
3,3,12/25/2020,7340,156
4,4,12/25/2020,47943,1611
5,5,12/25/2020,15140,372
6,6,12/25/2020,24930,603
7,7,12/25/2020,43015,1961
8,8,12/25/2020,25238,527
9,9,12/25/2020,7852,146
10,10,12/25/2020,20288,485
11,11,12/25/2020,31883,1783
12,12,12/25/2020,27679,950
13,13,12/25/2020,36970,2463
14,14,12/25/2020,33149,1919
15,26,12/25/2020,412923,15140
15,27,12/25/2020,32552,1530
16,16,12/25/2020,26225,1002
17,17,12/25/2020,9553,154
18,18,12/25/2020,15940,304
19,19,12/25/2020,6525,136
20,20,12/25/2020,42524,2201
