region,region_orig,date,confirmed,deaths
21,21,12/25/2020,19210,395
22,22,12/25/2020,25585,793
23,23,12/25/2020,14619,264
24,24,12/25/2020,9421,341
25,25,12/25/2020,20246,387
1,1,12/26/2020,18364,251
2,2,12/26/2020,30516,1496
3,3,12/26/2020,7342,156
4,4,12/26/2020,47958,1613
5,5,12/26/2020,15153,372
6,6,12/26/2020,24942,603
7,7,12/26/2020,43063,1964
8,8,12/26/2020,25243,527
9,9,12/26/2020,7853,147
10,10,12/26/2020,20351,485
11,11,12/26/2020,31893,1785
12,12,12/26/2020,27719,952
13,13,12/26/2020,36975,2468
14,14,12/26/2020,33151,1920
15,26,12/26/2020,413270,15159
15,27,12/26/2020,32584,1534
16,16,12/26/2020,26228,1003
17,17,12/26/2020,9567,155
18,18,12/26/2020,15949,305
19,19,12/26/2020,6531,137
20,20,12/26/2020,42535,2202
21,21,12/26/2020,19218,395
22,22,12/26/2020,25607,793
23,23,12/26/2020,14625,264
24,24,12/26/2020,9434,341
25,25,12/26/2020,20247,387
1,1,12/27/2020,18366,251
2,2,12/27/2020,30614,1500
3,3,12/27/2020,7366,157
4,4,12/27/2020,48008,1619
5,5,12/27/2020,15189,373
6,6,12/27/2020,24963,605
7,7,12/27/2020,43128,1966
8,8,12/27/2020,25263,528
9,9,12/27/2020,7854,147
10,10,12/27/2020,20381,487
11,11,12/27/2020,31914,1787
12,12,12/27/2020,27782,956
13,13,12/27/2020,37026,2469
14,14,12/27/2020,33190,1925
15,26,12/27/2020,413913,15173
15,27,12/27/2020,32606,1536
16,16,12/27/2020,26238,1004
17,17,12/27/2020,9569,155
18,18,12/27/2020,15959,308
19,19,12/27/2020,6543,137
20,20,12/27/2020,42560,2205
21,21,12/27/2020,19233,396
22,22,12/27/2020,25620,793
23,23,12/27/2020,14649,264
24,24,12/27/2020,9435,343
25,25,12/27/2020,20288,390
1,1,12/28/2020,18381,253
2,2,12/28/2020,30743,1504
3,3,12/28/2020,7378,158
4,4,12/28/2020,48106,1621
5,5,12/28/2020,15204,375
6,6,12/28/2020,24999,606
7,7,12/28/2020,43173,1971
8,8,12/28/2020,25271,528
9,9,12/28/2020,7858,147
10,10,12/28/2020,20396,488
11,11,12/28/2020,31948,1788
12,12,12/28/2020,27824,959
13,13,12/28/2020,37039,2470
14,14,12/28/2020,33243,1925
15,26,12/28/2020,414510,15191
15,27,12/28/2020,32635,1539
16,16,12/28/2020,26245,1005
17,17,12/28/2020,9572,155
18,18,12/28/2020,15983,308
19,19,12/28/2020,6555,137
20,20,12/28/2020,42571,2209
21,21,12/28/2020,19244,398
22,22,12/28/2020,25638,793
23,23,12/28/2020,14654,264
24,24,12/28/2020,9437,343
25,25,12/28/2020,20301,390
1,1,12/29/2020,18414,254
2,2,12/29/2020,30782,1511
3,3,12/29/2020,7409,158
4,4,12/29/2020,48185,1623
5,5,12/29/2020,15235,376
6,6,12/29/2020,25058,608
7,7,12/29/2020,43219,1972
8,8,12/29/2020,25308,529
9,9,12/29/2020,7887,147
10,10,12/29/2020,20426,488
11,11,12/29/2020,31993,1790
12,12,12/29/2020,27915,959
13,13,12/29/2020,37129,2472
14,14,12/29/2020,33267,1926
15,26,12/29/2020,415069,15205
15,27,12/29/2020,32650,1540
16,16,12/29/2020,26287,1007
17,17,12/29/2020,9579,155
18,18,12/29/2020,16004,308
19,19,12/29/2020,6562,137
20,20,12/29/2020,42631,2212
21,21,12/29/2020,19264,400
22,22,12/29/2020,25705,794
23,23,12/29/2020,14689,268
24,24,12/29/2020,9461,343
25,25,12/29/2020,20368,392
1,1,12/30/2020,18454,254
2,2,12/30/2020,30803,1512
3,3,12/30/2020,7458,158
4,4,12/30/2020,48279,1626
5,5,12/30/2020,15267,376
6,6,12/30/2020,25155,610
7,7,12/30/2020,43294,1977
8,8,12/30/2020,25378,530
9,9,12/30/2020,7895,147
10,10,12/30/2020,20464,489
11,11,12/30/2020,32045,1792
12,12,12/30/2020,28103,960
13,13,12/30/2020,37222,2473
14,14,12/30/2020,33346,1930
15,26,12/30/2020,415681,15219
15,27,12/30/2020,32677,1543
16,16,12/30/2020,26363,1007
17,17,12/30/2020,9593,155
18,18,12/30/2020,16080,308
19,19,12/30/2020,6579,137
20,20,12/30/2020,42732,2216
21,21,12/30/2020,19337,400
22,22,12/30/2020,25774,796
23,23,12/30/2020,14710,269
24,24,12/30/2020,9470,345
25,25,12/30/2020,20455,392
1,1,12/31/2020,18509,254
2,2,12/31/2020,30909,1516
3,3,12/31/2020,7520,159
4,4,12/31/2020,48339,1628
5,5,12/31/2020,15304,377
6,6,12/31/2020,25250,610
7,7,12/31/2020,43393,1978
8,8,12/31/2020,25418,532
9,9,12/31/2020,7903,147
10,10,12/31/2020,20492,492
11,11,12/31/2020,32100,1793
12,12,12/31/2020,28307,964
13,13,12/31/2020,37341,2478
14,14,12/31/2020,33391,1933
15,26,12/31/2020,416795,15235
15,27,12/31/2020,32719,1544
16,16,12/31/2020,26403,1007
17,17,12/31/2020,9603,155
18,18,12/31/2020,16104,309
19,19,12/31/2020,6588,137
20,20,12/31/2020,42790,2222
21,21,12/31/2020,19379,403
22,22,12/31/2020,25818,797
23,23,12/31/2020,14736,270
24,24,12/31/2020,9477,346
25,25,12/31/2020,20549,394
1,1,1/1/2021,18546,254
2,2,1/1/2021,31001,1517
3,3,1/1/2021,7655,159
4,4,1/1/2021,48405,1630
5,5,1/1/2021,15334,378
6,6,1/1/2021,25332,611
7,7,1/1/2021,43504,1979
8,8,1/1/2021,25475,533
9,9,1/1/2021,7917,147
10,10,1/1/2021,20613,494
11,11,1/1/2021,32121,1794
12,12,1/1/2021,28406,969
13,13,1/1/2021,37462,2480
14,14,1/1/2021,33449,1938
15,26,1/1/2021,417526,15245
15,27,1/1/2021,32749,1546
16,16,1/1/2021,26404,1008
17,17,1/1/2021,9605,156
18,18,1/1/2021,16133,310
19,19,1/1/2021,6634,138
20,20,1/1/2021,42862,2227
21,21,1/1/2021,19404,403
22,22,1/1/2021,25835,797
23,23,1/1/2021,14787,270
24,24,1/1/2021,9485,346
25,25,1/1/2021,20555,395
1,1,1/2/2021,18552,254
2,2,1/2/2021,31087,1518
3,3,1/2/2021,7661,160
4,4,1/2/2021,48439,1635
5,5,1/2/2021,15336,378
6,6,1/2/2021,25341,613
7,7,1/2/2021,43516,1980
8,8,1/2/2021,25505,533
9,9,1/2/2021,7917,148
10,10,1/2/2021,20634,494
11,11,1/2/2021,32126,1799
12,12,1/2/2021,28434,973
13,13,1/2/2021,37489,2482
14,14,1/2/2021,33451,1940
15,26,1/2/2021,418035,15264
15,27,1/2/2021,32800,1546
16,16,1/2/2021,26404,1008
17,17,1/2/2021,9605,157
18,18,1/2/2021,16139,312
19,19,1/2/2021,6651,138
20,20,1/2/2021,42887,2229
21,21,1/2/2021,19420,403
22,22,1/2/2021,25837,797
23,23,1/2/2021,14790,270
24,24,1/2/2021,9485,347
25,25,1/2/2021,20558,395
1,1,1/3/2021,18552,254
2,2,1/3/2021,31151,1520
3,3,1/3/2021,7663,161
4,4,1/3/2021,48518,1638
5,5,1/3/2021,15360,378
6,6,1/3/2021,25414,613
7,7,1/3/2021,43559,1981
8,8,1/3/2021,25510,535
9,9,1/3/2021,7918,150
10,10,1/3/2021,20688,495
11,11,1/3/2021,32167,1802
12,12,1/3/2021,28467,974
13,13,1/3/2021,37602,2484
14,14,1/3/2021,33451,1944
15,26,1/3/2021,418768,15286
15,27,1/3/2021,32809,1549
16,16,1/3/2021,26412,1009
17,17,1/3/2021,9605,157
18,18,1/3/2021,16153,312
19,19,1/3/2021,6659,138
20,20,1/3/2021,42920,2233
21,21,1/3/2021,19434,406
22,22,1/3/2021,25847,799
23,23,1/3/2021,14800,270
24,24,1/3/2021,9485,347
25,25,1/3/2021,20563,395
1,1,1/4/2021,18557,254
2,2,1/4/2021,31220,1524
3,3,1/4/2021,7703,161
4,4,1/4/2021,48530,1640
5,5,1/4/2021,15364,379
6,6,1/4/2021,25428,614
7,7,1/4/2021,43709,1984
8,8,1/4/2021,25510,537
9,9,1/4/2021,7925,151
10,10,1/4/2021,20695,496
11,11,1/4/2021,32225,1804
12,12,1/4/2021,28480,975
13,13,1/4/2021,37615,2485
14,14,1/4/2021,33493,1944
15,26,1/4/2021,419823,15301
15,27,1/4/2021,32826,1551
16,16,1/4/2021,26412,1009
17,17,1/4/2021,9606,157
18,18,1/4/2021,16169,312
19,19,1/4/2021,6663,139
20,20,1/4/2021,42929,2233
21,21,1/4/2021,19439,408
22,22,1/4/2021,25866,799
23,23,1/4/2021,14823,270
24,24,1/4/2021,9485,349
25,25,1/4/2021,20563,397
1,1,1/5/2021,18570,254
2,2,1/5/2021,31323,1527
3,3,1/5/2021,7711,162
4,4,1/5/2021,48578,1641
5,5,1/5/2021,15383,380
6,6,1/5/2021,25474,615
7,7,1/5/2021,43749,1987
8,8,1/5/2021,25541,538
9,9,1/5/2021,7928,152
10,10,1/5/2021,20700,499
11,11,1/5/2021,32242,1804
12,12,1/5/2021,28517,977
13,13,1/5/2021,37714,2487
14,14,1/5/2021,33500,1945
15,26,1/5/2021,420238,15320
15,27,1/5/2021,32831,1553
16,16,1/5/2021,26412,1009
17,17,1/5/2021,9607,157
18,18,1/5/2021,16177,316
19,19,1/5/2021,6667,140
20,20,1/5/2021,42946,2235
21,21,1/5/2021,19441,410
22,22,1/5/2021,25866,800
23,23,1/5/2021,14825,271
24,24,1/5/2021,9515,349
25,25,1/5/2021,20563,397
1,1,1/6/2021,18578,254
2,2,1/6/2021,31402,1530
3,3,1/6/2021,7767,166
4,4,1/6/2021,48736,1646
5,5,1/6/2021,15410,382
6,6,1/6/2021,25629,619
7,7,1/6/2021,43836,1988
8,8,1/6/2021,25587,540
9,9,1/6/2021,7935,153
10,10,1/6/2021,20732,501
11,11,1/6/2021,32318,1807
12,12,1/6/2021,28666,980
13,13,1/6/2021,37784,2488
14,14,1/6/2021,33557,1948
15,26,1/6/2021,421151,15345
15,27,1/6/2021,32865,1554
16,16,1/6/2021,26421,1009
17,17,1/6/2021,9609,157
18,18,1/6/2021,16229,317
19,19,1/6/2021,6687,141
20,20,1/6/2021,43152,2235
21,21,1/6/2021,19466,411
22,22,1/6/2021,25936,801
23,23,1/6/2021,14864,272
24,24,1/6/2021,9523,349
25,25,1/6/2021,20592,398
1,1,1/7/2021,18583,255
2,2,1/7/2021,31588,1531
3,3,1/7/2021,7826,166
4,4,1/7/2021,48797,1649
5,5,1/7/2021,15433,384
6,6,1/7/2021,25732,619
7,7,1/7/2021,43935,1991
8,8,1/7/2021,25651,541
9,9,1/7/2021,7936,153
10,10,1/7/2021,20894,505
11,11,1/7/2021,32366,1810
12,12,1/7/2021,28767,982
13,13,1/7/2021,37887,2489
14,14,1/7/2021,33606,1948
15,26,1/7/2021,422037,15369
15,27,1/7/2021,32890,1554
16,16,1/7/2021,26425,1012
17,17,1/7/2021,9609,159
18,18,1/7/2021,16261,321
19,19,1/7/2021,6698,141
20,20,1/7/2021,43282,2237
21,21,1/7/2021,19482,412
22,22,1/7/2021,25966,802
23,23,1/7/2021,14889,272
24,24,1/7/2021,9548,349
25,25,1/7/2021,20602,398
1,1,1/8/2021,18641,255
2,2,1/8/2021,31705,1541
3,3,1/8/2021,7882,168
4,4,1/8/2021,48967,1650
5,5,1/8/2021,15470,386
6,6,1/8/2021,25869,622
7,7,1/8/2021,44007,1994
8,8,1/8/2021,25684,543
9,9,1/8/2021,7943,153
10,10,1/8/2021,20935,510
11,11,1/8/2021,32443,1814
12,12,1/8/2021,28896,988
13,13,1/8/2021,37934,2498
14,14,1/8/2021,33689,1948
15,26,1/8/2021,423229,15397
15,27,1/8/2021,32965,1556
16,16,1/8/2021,26449,1012
17,17,1/8/2021,9614,159
18,18,1/8/2021,16335,327
19,19,1/8/2021,6737,142
20,20,1/8/2021,43429,2244
21,21,1/8/2021,19503,414
22,22,1/8/2021,26025,804
23,23,1/8/2021,14925,273
24,24,1/8/2021,9552,349
25,25,1/8/2021,20643,398
1,1,1/9/2021,18685,256
2,2,1/9/2021,31866,1543
3,3,1/9/2021,8016,169
4,4,1/9/2021,49102,1654
5,5,1/9/2021,15491,386
6,6,1/9/2021,25912,622
7,7,1/9/2021,44100,1998
8,8,1/9/2021,25762,549
9,9,1/9/2021,7948,153
10,10,1/9/2021,20984,516
11,11,1/9/2021,32498,1815
12,12,1/9/2021,28976,989
13,13,1/9/2021,37975,2503
14,14,1/9/2021,33763,1950
15,26,1/9/2021,424706,15419
15,27,1/9/2021,33010,1558
16,16,1/9/2021,26469,1012
17,17,1/9/2021,9617,160
18,18,1/9/2021,16381,330
19,19,1/9/2021,6758,143
20,20,1/9/2021,43529,2245
21,21,1/9/2021,19509,415
22,22,1/9/2021,26049,806
23,23,1/9/2021,14948,275
24,24,1/9/2021,9573,349
25,25,1/9/2021,20648,398
1,1,1/10/2021,18689,256
2,2,1/10/2021,31950,1549
3,3,1/10/2021,8114,172
4,4,1/10/2021,49248,1656
5,5,1/10/2021,15536,386
6,6,1/10/2021,26047,623
7,7,1/10/2021,44205,2004
8,8,1/10/2021,25836,550
9,9,1/10/2021,7950,153
10,10,1/10/2021,21081,518
11,11,1/10/2021,32559,1816
12,12,1/10/2021,29073,992
13,13,1/10/2021,38063,2505
14,14,1/10/2021,33844,1951
15,26,1/10/2021,426143,15445
15,27,1/10/2021,33037,1560
16,16,1/10/2021,26476,1012
17,17,1/10/2021,9621,160
18,18,1/10/2021,16417,333
19,19,1/10/2021,6803,143
20,20,1/10/2021,43595,2246
21,21,1/10/2021,19545,418
22,22,1/10/2021,26081,806
23,23,1/10/2021,15015,278
24,24,1/10/2021,9595,349
25,25,1/10/2021,20661,399
1,1,1/11/2021,18691,256
2,2,1/11/2021,32119,1550
3,3,1/11/2021,8212,173
4,4,1/11/2021,49278,1657
5,5,1/11/2021,15553,387
6,6,1/11/2021,26078,624
7,7,1/11/2021,44303,2010
8,8,1/11/2021,25864,551
9,9,1/11/2021,7950,153
10,10,1/11/2021,21217,520
11,11,1/11/2021,32598,1817
12,12,1/11/2021,29155,995
13,13,1/11/2021,38078,2507
14,14,1/11/2021,33897,1952
15,26,1/11/2021,427267,15468
15,27,1/11/2021,33156,1560
16,16,1/11/2021,26487,1014
17,17,1/11/2021,9621,160
18,18,1/11/2021,16440,336
19,19,1/11/2021,6811,144
20,20,1/11/2021,43611,2248
21,21,1/11/2021,19555,420
22,22,1/11/2021,26126,806
23,23,1/11/2021,15024,279
24,24,1/11/2021,9597,349
25,25,1/11/2021,20662,399
1,1,1/12/2021,18697,256
2,2,1/12/2021,32238,1555
3,3,1/12/2021,8251,173
4,4,1/12/2021,49366,1662
5,5,1/12/2021,15606,387
6,6,1/12/2021,26107,625
7,7,1/12/2021,44403,2011
8,8,1/12/2021,25914,553
9,9,1/12/2021,7958,155
10,10,1/12/2021,21257,523
11,11,1/12/2021,32693,1820
12,12,1/12/2021,29339,996
13,13,1/12/2021,38126,2510
14,14,1/12/2021,33934,1952
15,26,1/12/2021,428831,15491
15,27,1/12/2021,33213,1562
16,16,1/12/2021,26533,1015
17,17,1/12/2021,9626,161
18,18,1/12/2021,16487,337
19,19,1/12/2021,6840,146
20,20,1/12/2021,43708,2250
21,21,1/12/2021,19567,421
22,22,1/12/2021,26163,806
23,23,1/12/2021,15086,281
24,24,1/12/2021,9615,352
25,25,1/12/2021,20673,399
1,1,1/13/2021,18733,256
2,2,1/13/2021,32403,1559
3,3,1/13/2021,8285,173
4,4,1/13/2021,49493,1669
5,5,1/13/2021,15671,387
6,6,1/13/2021,26162,625
7,7,1/13/2021,44648,2014
8,8,1/13/2021,25945,555
9,9,1/13/2021,7962,155
10,10,1/13/2021,21362,527
11,11,1/13/2021,32775,1825
12,12,1/13/2021,29654,1000
13,13,1/13/2021,38193,2519
14,14,1/13/2021,33974,1954
15,26,1/13/2021,430412,15508
15,27,1/13/2021,33310,1563
16,16,1/13/2021,26543,1017
17,17,1/13/2021,9626,161
18,18,1/13/2021,16548,340
19,19,1/13/2021,6879,149
20,20,1/13/2021,43795,2252
21,21,1/13/2021,19591,423
22,22,1/13/2021,26223,806
23,23,1/13/2021,15116,283
24,24,1/13/2021,9655,353
25,25,1/13/2021,20682,400
1,1,1/14/2021,18797,256
2,2,1/14/2021,32655,1562
3,3,1/14/2021,8418,173
4,4,1/14/2021,49737,1672
5,5,1/14/2021,15761,387
6,6,1/14/2021,26293,628
7,7,1/14/2021,44759,2020
8,8,1/14/2021,26076,558
9,9,1/14/2021,8013,155
10,10,1/14/2021,21498,531
11,11,1/14/2021,32903,1834
12,12,1/14/2021,30084,1007
13,13,1/14/2021,38343,2525
14,14,1/14/2021,34060,1956
15,26,1/14/2021,432498,15536
15,27,1/14/2021,33392,1563
16,16,1/14/2021,26584,1017
17,17,1/14/2021,9630,162
18,18,1/14/2021,16646,342
19,19,1/14/2021,6934,152
20,20,1/14/2021,43985,2254
21,21,1/14/2021,19664,424
22,22,1/14/2021,26292,806
23,23,1/14/2021,15217,289
24,24,1/14/2021,9681,353
25,25,1/14/2021,20742,402
1,1,1/15/2021,18878,257
2,2,1/15/2021,33478,1565
3,3,1/15/2021,8498,174
4,4,1/15/2021,50002,1676
5,5,1/15/2021,15884,387
6,6,1/15/2021,26395,630
7,7,1/15/2021,44972,2024
8,8,1/15/2021,26197,559
9,9,1/15/2021,8034,155
10,10,1/15/2021,21688,536
11,11,1/15/2021,33203,1837
12,12,1/15/2021,30395,1014
13,13,1/15/2021,38507,2527
14,14,1/15/2021,34210,1966
15,26,1/15/2021,435698,15555
15,27,1/15/2021,33525,1569
16,16,1/15/2021,26640,1018
17,17,1/15/2021,9632,162
18,18,1/15/2021,16805,346
19,19,1/15/2021,7005,153
20,20,1/15/2021,44429,2257
21,21,1/15/2021,19762,426
22,22,1/15/2021,26350,807
23,23,1/15/2021,15335,294
24,24,1/15/2021,9734,358
25,25,1/15/2021,20767,402
1,1,1/16/2021,18918,258
2,2,1/16/2021,33668,1577
3,3,1/16/2021,8648,176
4,4,1/16/2021,50258,1680
5,5,1/16/2021,15963,388
6,6,1/16/2021,26503,636
7,7,1/16/2021,45137,2024
8,8,1/16/2021,26355,563
9,9,1/16/2021,8046,156
10,10,1/16/2021,21745,546
11,11,1/16/2021,33331,1838
12,12,1/16/2021,30725,1022
13,13,1/16/2021,38662,2540
14,14,1/16/2021,34317,1978
15,26,1/16/2021,437490,15580
15,27,1/16/2021,33665,1572
16,16,1/16/2021,26677,1020
17,17,1/16/2021,9639,162
18,18,1/16/2021,16885,347
19,19,1/16/2021,7081,155
20,20,1/16/2021,44590,2258
21,21,1/16/2021,19806,426
22,22,1/16/2021,26433,809
23,23,1/16/2021,15431,297
24,24,1/16/2021,9781,360
25,25,1/16/2021,20813,402
1,1,1/17/2021,18987,259
2,2,1/17/2021,33913,1583
3,3,1/17/2021,8720,178
4,4,1/17/2021,50385,1686
5,5,1/17/2021,16013,391
6,6,1/17/2021,26675,640
7,7,1/17/2021,45364,2031
8,8,1/17/2021,26464,567
9,9,1/17/2021,8057,158
10,10,1/17/2021,21853,552
11,11,1/17/2021,33484,1840
12,12,1/17/2021,31005,1029
13,13,1/17/2021,38736,2542
14,14,1/17/2021,34516,1982
15,26,1/17/2021,439280,15608
15,27,1/17/2021,33789,1576
16,16,1/17/2021,26713,1021
17,17,1/17/2021,9648,162
18,18,1/17/2021,16939,348
19,19,1/17/2021,7140,159
20,20,1/17/2021,44695,2260
21,21,1/17/2021,19844,426
22,22,1/17/2021,26502,810
23,23,1/17/2021,15483,298
24,24,1/17/2021,9813,362
25,25,1/17/2021,20891,403
1,1,1/18/2021,18994,259
2,2,1/18/2021,34153,1583
3,3,1/18/2021,8793,179
4,4,1/18/2021,50495,1688
5,5,1/18/2021,16033,393
6,6,1/18/2021,26972,643
7,7,1/18/2021,45644,2035
8,8,1/18/2021,26540,567
9,9,1/18/2021,8062,159
10,10,1/18/2021,22014,554
11,11,1/18/2021,33625,1841
12,12,1/18/2021,31075,1034
13,13,1/18/2021,38769,2546
14,14,1/18/2021,34556,1982
15,26,1/18/2021,441225,15626
15,27,1/18/2021,33858,1580
16,16,1/18/2021,26741,1023
17,17,1/18/2021,9650,163
18,18,1/18/2021,16988,351
19,19,1/18/2021,7159,161
20,20,1/18/2021,44762,2262
21,21,1/18/2021,19899,426
22,22,1/18/2021,26521,811
23,23,1/18/2021,15527,299
24,24,1/18/2021,9821,362
25,25,1/18/2021,20926,404
1,1,1/19/2021,19012,261
2,2,1/19/2021,34319,1591
3,3,1/19/2021,8808,179
4,4,1/19/2021,50709,1692
5,5,1/19/2021,16116,393
6,6,1/19/2021,27050,643
7,7,1/19/2021,45811,2037
8,8,1/19/2021,26678,571
9,9,1/19/2021,8065,160
10,10,1/19/2021,22107,558
11,11,1/19/2021,33757,1849
12,12,1/19/2021,31281,1040
13,13,1/19/2021,38819,2552
14,14,1/19/2021,34578,1990
15,26,1/19/2021,443592,15663
15,27,1/19/2021,33998,1584
16,16,1/19/2021,26755,1024
17,17,1/19/2021,9654,163
18,18,1/19/2021,17093,352
19,19,1/19/2021,7176,161
20,20,1/19/2021,44874,2268
21,21,1/19/2021,19915,430
22,22,1/19/2021,26584,812
23,23,1/19/2021,15607,304
24,24,1/19/2021,9890,363
25,25,1/19/2021,20966,404
1,1,1/20/2021,19047,262
2,2,1/20/2021,34586,1598
3,3,1/20/2021,8897,183
4,4,1/20/2021,50985,1697
5,5,1/20/2021,16191,394
6,6,1/20/2021,27200,646
7,7,1/20/2021,46030,2046
8,8,1/20/2021,26827,574
9,9,1/20/2021,8136,162
10,10,1/20/2021,22272,561
11,11,1/20/2021,33917,1856
12,12,1/20/2021,31646,1050
13,13,1/20/2021,38914,2560
14,14,1/20/2021,34645,1991
15,26,1/20/2021,446272,15691
15,27,1/20/2021,34105,1587
16,16,1/20/2021,26784,1026
17,17,1/20/2021,9664,163
18,18,1/20/2021,17142,355
19,19,1/20/2021,7223,164
20,20,1/20/2021,44926,2273
21,21,1/20/2021,19955,431
22,22,1/20/2021,26667,812
23,23,1/20/2021,15746,308
24,24,1/20/2021,9897,363
25,25,1/20/2021,21001,404
1,1,1/21/2021,19114,263
2,2,1/21/2021,34709,1604
3,3,1/21/2021,8963,184
4,4,1/21/2021,51198,1704
5,5,1/21/2021,16270,397
6,6,1/21/2021,27289,646
7,7,1/21/2021,46146,2047
8,8,1/21/2021,26935,579
9,9,1/21/2021,8166,162
10,10,1/21/2021,22325,565
11,11,1/21/2021,34050,1860
12,12,1/21/2021,31961,1062
13,13,1/21/2021,39028,2570
14,14,1/21/2021,34730,1999
15,26,1/21/2021,448135,15720
15,27,1/21/2021,34172,1590
16,16,1/21/2021,26841,1030
17,17,1/21/2021,9673,164
18,18,1/21/2021,17236,357
19,19,1/21/2021,7283,171
20,20,1/21/2021,45046,2274
21,21,1/21/2021,20045,431
22,22,1/21/2021,26752,813
23,23,1/21/2021,15836,313
24,24,1/21/2021,9979,365
25,25,1/21/2021,21025,404
1,1,1/22/2021,19195,263
2,2,1/22/2021,34871,1608
3,3,1/22/2021,9059,187
4,4,1/22/2021,51412,1710
5,5,1/22/2021,16340,397
6,6,1/22/2021,27456,648
7,7,1/22/2021,46322,2060
8,8,1/22/2021,27050,582
9,9,1/22/2021,8199,163
10,10,1/22/2021,22462,567
11,11,1/22/2021,34228,1867
12,12,1/22/2021,32284,1070
13,13,1/22/2021,39163,2578
14,14,1/22/2021,34836,2007
15,26,1/22/2021,450502,15769
15,27,1/22/2021,34281,1599
16,16,1/22/2021,26914,1032
17,17,1/22/2021,9681,164
18,18,1/22/2021,17298,362
19,19,1/22/2021,7327,174
20,20,1/22/2021,45136,2274
21,21,1/22/2021,20124,433
22,22,1/22/2021,26896,817
23,23,1/22/2021,15939,322
24,24,1/22/2021,10009,367
25,25,1/22/2021,21112,407
1,1,1/23/2021,19251,266
2,2,1/23/2021,35132,1617
3,3,1/23/2021,9130,191
4,4,1/23/2021,51703,1717
5,5,1/23/2021,16410,399
6,6,1/23/2021,27573,651
7,7,1/23/2021,46620,2069
8,8,1/23/2021,27260,589
9,9,1/23/2021,8224,167
10,10,1/23/2021,22546,572
11,11,1/23/2021,34399,1873
12,12,1/23/2021,32589,1081
13,13,1/23/2021,39272,2587
14,14,1/23/2021,34880,2011
15,26,1/23/2021,453428,15827
15,27,1/23/2021,34478,1612
16,16,1/23/2021,26960,1033
17,17,1/23/2021,9686,164
18,18,1/23/2021,17358,369
19,19,1/23/2021,7395,176
20,20,1/23/2021,45248,2277
21,21,1/23/2021,20209,437
22,22,1/23/2021,26991,818
23,23,1/23/2021,16019,328
24,24,1/23/2021,10027,368
25,25,1/23/2021,21150,409
1,1,1/24/2021,19294,268
2,2,1/24/2021,35327,1623
3,3,1/24/2021,9222,193
4,4,1/24/2021,51902,1722
5,5,1/24/2021,16470,399
6,6,1/24/2021,27702,655
7,7,1/24/2021,46819,2076
8,8,1/24/2021,27339,595
9,9,1/24/2021,8246,168
10,10,1/24/2021,22629,580
11,11,1/24/2021,34506,1878
12,12,1/24/2021,32947,1090
13,13,1/24/2021,39374,2592
14,14,1/24/2021,35011,2013
15,26,1/24/2021,456050,15903
15,27,1/24/2021,34563,1620
16,16,1/24/2021,26973,1035
17,17,1/24/2021,9698,166
18,18,1/24/2021,17424,371
19,19,1/24/2021,7451,176
20,20,1/24/2021,45317,2280
21,21,1/24/2021,20306,440
22,22,1/24/2021,27087,819
23,23,1/24/2021,16118,335
24,24,1/24/2021,10051,369
25,25,1/24/2021,21187,411
1,1,1/25/2021,19294,268
2,2,1/25/2021,35491,1627
3,3,1/25/2021,9249,193
4,4,1/25/2021,52088,1730
5,5,1/25/2021,16489,401
6,6,1/25/2021,27772,658
7,7,1/25/2021,46999,2080
8,8,1/25/2021,27394,597
9,9,1/25/2021,8255,169
10,10,1/25/2021,22752,583
11,11,1/25/2021,34591,1882
12,12,1/25/2021,33035,1096
13,13,1/25/2021,39415,2593
14,14,1/25/2021,35070,2014
15,26,1/25/2021,458177,15950
15,27,1/25/2021,34767,1623
16,16,1/25/2021,26986,1035
17,17,1/25/2021,9702,167
18,18,1/25/2021,17464,377
19,19,1/25/2021,7483,179
20,20,1/25/2021,45425,2280
21,21,1/25/2021,20368,442
22,22,1/25/2021,27106,819
23,23,1/25/2021,16137,341
24,24,1/25/2021,10074,369
25,25,1/25/2021,21212,414
1,1,1/26/2021,19337,268
2,2,1/26/2021,35607,1640
3,3,1/26/2021,9317,195
4,4,1/26/2021,52418,1737
5,5,1/26/2021,16542,403
6,6,1/26/2021,27843,664
7,7,1/26/2021,47088,2094
8,8,1/26/2021,27555,601
9,9,1/26/2021,8271,170
